in - Epoch 1, Batch: 0, Loss: 4.510623
Train - Epoch 7, Batch: 70, Loss: 1.642941
Train - Epoch 7, Batch: 80, Loss: 1.629927
Train - Epoch 7, Batch: 90, Loss: 1.558435
Train - Epoch 7, Batch: 100, Loss: 1.478091
Train - Epoch 7, Batch: 110, Loss: 1.566012
Train - Epoch 7, Batch: 120, Loss: 1.561628
Test Avg. Loss: 0.001470, Accuracy: 0.466200
Train - Epoch 8, Batch: 0, Loss: 1.561719
Train - Epoch 8, Batch: 10, Loss: 1.577721
Train - Epoch 8, Batch: 20, Loss: 1.518833
Train - Epoch 8, Batch: 30, Loss: 1.445986
Train - Epoch 8, Batch: 40, Loss: 1.603865
Train - Epoch 8, Batch: 50, Loss: 1.556928
Train - Epoch 8, Batch: 60, Loss: 1.646901
Train - Epoch 8, Batch: 70, Loss: 1.527005
Train - Epoch 8, Batch: 80, Loss: 1.422583
Train - Epoch 8, Batch: 90, Loss: 1.500778
Train - Epoch 8, Batch: 100, Loss: 1.438952
Train - Epoch 8, Batch: 110, Loss: 1.480681
Train - Epoch 8, Batch: 120, Loss: 1.505455
Test Avg. Loss: 0.001437, Accuracy: 0.488500
Train - Epoch 9, Batch: 0, Loss: 1.434833
Train - Epoch 9, Batch: 10, Loss: 1.441496
Train - Epoch 9, Batch: 20, Loss: 1.462290
Train - Epoch 9, Batch: 30, Loss: 1.433908
Train - Epoch 9, Batch: 40, Loss: 1.421186
Train - Epoch 9, Batch: 50, Loss: 1.397646
Train - Epoch 9, Batch: 60, Loss: 1.414981
Train - Epoch 9, Batch: 70, Loss: 1.411540
Train - Epoch 9, Batch: 80, Loss: 1.396346
Train - Epoch 9, Batch: 90, Loss: 1.470579
Train - Epoch 9, Batch: 100, Loss: 1.295278
Train - Epoch 9, Batch: 110, Loss: 1.454821
Train - Epoch 9, Batch: 120, Loss: 1.317910
Test Avg. Loss: 0.001351, Accuracy: 0.519000
Train - Epoch 10, Batch: 0, Loss: 1.332488
Train - Epoch 10, Batch: 10, Loss: 1.311944
Train - Epoch 10, Batch: 20, Loss: 1.455893
Train - Epoch 10, Batch: 30, Loss: 1.324459
Train - Epoch 10, Batch: 40, Loss: 1.409116
Train - Epoch 10, Batch: 50, Loss: 1.335177
Train - Epoch 10, Batch: 60, Loss: 1.379811
Train - Epoch 10, Batch: 70, Loss: 1.445074
Train - Epoch 10, Batch: 80, Loss: 1.397441
Train - Epoch 10, Batch: 90, Loss: 1.349883
Train - Epoch 10, Batch: 100, Loss: 1.295902
Train - Epoch 10, Batch: 110, Loss: 1.309326
Train - Epoch 10, Batch: 120, Loss: 1.286425
Test Avg. Loss: 0.001375, Accuracy: 0.516900
Train - Epoch 11, Batch: 0, Loss: 1.324203
Train - Epoch 11, Batch: 10, Loss: 1.226547
Train - Epoch 11, Batch: 20, Loss: 1.333505
Train - Epoch 11, Batch: 30, Loss: 1.251025
Train - Epoch 11, Batch: 40, Loss: 1.278510
Train - Epoch 11, Batch: 50, Loss: 1.306090
Train - Epoch 11, Batch: 60, Loss: 1.288560
Train - Epoch 11, Batch: 70, Loss: 1.437082
Train - Epoch 11, Batch: 80, Loss: 1.259959
Train - Epoch 11, Batch: 90, Loss: 1.248253
Train - Epoch 11, Batch: 100, Loss: 1.171737
Train - Epoch 11, Batch: 110, Loss: 1.326373
Train - Epoch 11, Batch: 120, Loss: 1.234378
Test Avg. Loss: 0.001225, Accuracy: 0.563000
Train - Epoch 12, Batch: 0, Loss: 1.263549
Train - Epoch 12, Batch: 10, Loss: 1.239466
Train - Epoch 12, Batch: 20, Loss: 1.200203
Train - Epoch 12, Batch: 30, Loss: 1.349556
Train - Epoch 12, Batch: 40, Loss: 1.203791
Train - Epoch 12, Batch: 50, Loss: 1.310850
Train - Epoch 12, Batch: 60, Loss: 1.273880
Train - Epoch 12, Batch: 70, Loss: 1.287265
Train - Epoch 12, Batch: 80, Loss: 1.105557
Train - Epoch 12, Batch: 90, Loss: 1.260548
Train - Epoch 12, Batch: 100, Loss: 1.248636
Train - Epoch 12, Batch: 110, Loss: 1.255387
Train - Epoch 12, Batch: 120, Loss: 1.151018
Test Avg. Loss: 0.001169, Accuracy: 0.588100
Train - Epoch 13, Batch: 0, Loss: 1.186341
Train - Epoch 13, Batch: 10, Loss: 1.113148
Train - Epoch 13, Batch: 20, Loss: 1.188117
Train - Epoch 13, Batch: 30, Loss: 1.150598
Train - Epoch 13, Batch: 40, Loss: 1.197372
Train - Epoch 13, Batch: 50, Loss: 1.174589
Train - Epoch 13, Batch: 60, Loss: 1.120583
Train - Epoch 13, Batch: 70, Loss: 1.271093
Train - Epoch 13, Batch: 80, Loss: 1.176893
Train - Epoch 13, Batch: 90, Loss: 1.129589
Train - Epoch 13, Batch: 100, Loss: 1.192851
Train - Epoch 13, Batch: 110, Loss: 1.088709
Train - Epoch 13, Batch: 120, Loss: 1.301767
Test Avg. Loss: 0.001149, Accuracy: 0.594300
Train - Epoch 14, Batch: 0, Loss: 1.077430
Train - Epoch 14, Batch: 10, Loss: 1.127838
Train - Epoch 14, Batch: 20, Loss: 1.084936
Train - Epoch 14, Batch: 30, Loss: 1.278478
Train - Epoch 14, Batch: 40, Loss: 1.162123
Train - Epoch 14, Batch: 50, Loss: 1.119720
Train - Epoch 14, Batch: 60, Loss: 1.079053
Train - Epoch 14, Batch: 70, Loss: 1.128726
Train - Epoch 14, Batch: 80, Loss: 1.149599
Train - Epoch 14, Batch: 90, Loss: 1.245726
Train - Epoch 14, Batch: 100, Loss: 1.081236
Train - Epoch 14, Batch: 110, Loss: 1.224194
Train - Epoch 14, Batch: 120, Loss: 1.199587
Test Avg. Loss: 0.001158, Accuracy: 0.596200
Train - Epoch 15, Batch: 0, Loss: 1.121920
Train - Epoch 15, Batch: 10, Loss: 0.898888
Train - Epoch 15, Batch: 20, Loss: 1.153470
Train - Epoch 15, Batch: 30, Loss: 1.156483
Train - Epoch 15, Batch: 40, Loss: 1.094565
Train - Epoch 15, Batch: 50, Loss: 1.055698
Train - Epoch 15, Batch: 60, Loss: 1.163024
Train - Epoch 15, Batch: 70, Loss: 1.047692
Train - Epoch 15, Batch: 80, Loss: 1.067667
Train - Epoch 15, Batch: 90, Loss: 1.153679
Train - Epoch 15, Batch: 100, Loss: 1.155683
Train - Epoch 15, Batch: 110, Loss: 1.147387
Train - Epoch 15, Batch: 120, Loss: 1.040564
Test Avg. Loss: 0.001137, Accuracy: 0.603400
Train - Epoch 16, Batch: 0, Loss: 1.096894
Train - Epoch 16, Batch: 10, Loss: 0.965004
Train - Epoch 16, Batch: 20, Loss: 1.027339
Train - Epoch 16, Batch: 30, Loss: 1.164003
Train - Epoch 16, Batch: 40, Loss: 1.032482
Train - Epoch 16, Batch: 50, Loss: 1.012030
Train - Epoch 16, Batch: 60, Loss: 1.099648
Train - Epoch 16, Batch: 70, Loss: 1.037708
Train - Epoch 16, Batch: 80, Loss: 1.117677
Train - Epoch 16, Batch: 90, Loss: 1.101665
Train - Epoch 16, Batch: 100, Loss: 1.001818
Train - Epoch 16, Batch: 110, Loss: 1.035783
Train - Epoch 16, Batch: 120, Loss: 1.050776
Test Avg. Loss: 0.001106, Accuracy: 0.611300
Train - Epoch 17, Batch: 0, Loss: 1.098113
Train - Epoch 17, Batch: 10, Loss: 0.990202
Train - Epoch 17, Batch: 20, Loss: 1.100318
Train - Epoch 17, Batch: 30, Loss: 1.105744
Train - Epoch 17, Batch: 40, Loss: 0.962921
Train - Epoch 17, Batch: 50, Loss: 0.916254
Train - Epoch 17, Batch: 60, Loss: 1.079564
Train - Epoch 17, Batch: 70, Loss: 1.073726
Train - Epoch 17, Batch: 80, Loss: 1.094568
Train - Epoch 17, Batch: 90, Loss: 1.048363
Train - Epoch 17, Batch: 100, Loss: 1.216212
Train - Epoch 17, Batch: 110, Loss: 1.017726
Train - Epoch 17, Batch: 120, Loss: 1.057196
Test Avg. Loss: 0.001060, Accuracy: 0.633600
Train - Epoch 18, Batch: 0, Loss: 1.015034
Train - Epoch 18, Batch: 10, Loss: 0.975195
Train - Epoch 18, Batch: 20, Loss: 0.995748
Train - Epoch 18, Batch: 30, Loss: 1.042556
Train - Epoch 18, Batch: 40, Loss: 0.978630
Train - Epoch 18, Batch: 50, Loss: 1.015915
Train - Epoch 18, Batch: 60, Loss: 1.004334
Train - Epoch 18, Batch: 70, Loss: 0.963050
Train - Epoch 18, Batch: 80, Loss: 1.085754
Train - Epoch 18, Batch: 90, Loss: 0.954464
Train - Epoch 18, Batch: 100, Loss: 0.952060
Train - Epoch 18, Batch: 110, Loss: 1.073749
Train - Epoch 18, Batch: 120, Loss: 0.923367
Test Avg. Loss: 0.001074, Accuracy: 0.627400
Train - Epoch 19, Batch: 0, Loss: 0.850127
Train - Epoch 19, Batch: 10, Loss: 1.007967
Train - Epoch 19, Batch: 20, Loss: 0.883551
Train - Epoch 19, Batch: 30, Loss: 0.963487
Train - Epoch 19, Batch: 40, Loss: 1.071072
Train - Epoch 19, Batch: 50, Loss: 1.056084
Train - Epoch 19, Batch: 60, Loss: 0.968512
Train - Epoch 19, Batch: 70, Loss: 1.020090
Train - Epoch 19, Batch: 80, Loss: 1.011016
Train - Epoch 19, Batch: 90, Loss: 1.076092
Train - Epoch 19, Batch: 100, Loss: 1.059715
Train - Epoch 19, Batch: 110, Loss: 0.995764
Train - Epoch 19, Batch: 120, Loss: 0.938911
Test Avg. Loss: 0.001081, Accuracy: 0.629400

